,Job,Salary_Begin,Salary_End,Hourly,Monthly,Yearly,Company,Rating,Posted_Date,Posted_Month,Type,Benefits,Qualifications,Job Link,Job_simp,Job_seniority,Location_type,num_Qualifications,num_Benefits,Salary_Average,num_Type,Date_Posted_Complete
474,Data Scientist,101000.0,128000.0,0.0,0.0,1.0,Revecore,2.8,28.0,9.0,nan,"visioninsurance,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,401(k),lifeinsurance","machinelearning,naturallanguageprocessing,datascience,revenuecyclemanagement,11+years,master'sdegree,dataanalysisskills,bachelor'sdegree,computerscience,regressionanalysis",https://www.simplyhired.com/job/ATaM_1eQXmszDxw1bBwrRsJHyxZmXRFzBdsnhRh7b8EO6Z3ypS_YYQ,Data Scientist,,Remote,10,7,114500.0,0,28/9/2023
475,"Automation Engineer, Junior (Microsoft Power Platform & BI Tools) (Remote)",74600.0,94500.0,0.0,0.0,1.0,"Oxley Enterprises®, Inc.",4.0,30.0,9.0,Full-time,nan,"english,dataanalytics,powerbi,communicationskills,bachelor'sdegree,analysisskills,tableau,2years,computerscience",https://www.simplyhired.com/job/PucM7V4xfUK0rH_se9IJtF-FpWPNr2rJgAADRAjqxHKAUkBOvt9YXg,Others,junior,Remote,9,0,84550.0,1,30/9/2023
476,Education Power BI Analyst,75000.0,95000.0,0.0,0.0,1.0,Annexa Inc.,,4.0,10.0,Full-time,nan,"businessintelligence,training&development,ssis,microsoftsqlserver,1year,powerbi,communicationskills,it,azure,sql,bachelor'sdegree,datavisualization,etl,computerscience,management",https://www.simplyhired.com/job/V-vAGjKrbLoLMukYwnSNaOmXWM_MTqy1MWnRsO4qJnn4VuqUM5OVSA,Analyst,,Remote,15,0,85000.0,1,4/10/2023
477,ServiceNow Process Analyst I (Remote Opportunity),63400.0,80300.0,0.0,0.0,1.0,South State Bank,3.3,30.0,9.0,Full-time,nan,"microsoftexcel,organizationalskills,servicenow,business,visio,itil,microsoftoffice,communicationskills,it,bachelor'sdegree,sharepoint,banking,computerskills,microsoftpowerpoint,management",https://www.simplyhired.com/job/dopyvk02qgsGWyIMgUej1xhyBESzGEUk_m9RNcBM7_omHcwY62Wwvg,Analyst,,Remote,15,0,71850.0,1,30/9/2023
478,MS-Computer Science/IT,40000.0,80000.0,1.0,0.0,0.0,Hurix Digital,3.4,1.0,10.0,"Part-time,Contract",nan,"ai,cloudarchitecture,master'sdegree,computerskills,cloudinfrastructure",https://www.simplyhired.com/job/uZ-RAi1WvITjkt0QjKL8sY6R7FTxVwp6vfUEeVIknjF00glHSXQOmw,Others,,Remote,5,0,60000.0,2,1/10/2023
479,vCIO,,,,,,Nexus Technologies LLC,3.4,29.0,9.0,Full-time,"visioninsurance,disabilityinsurance,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,referralprogram,401(k),employeeassistanceprogram,lifeinsurance","microsoftexcel,informationsystems,pre-sales,cloudarchitecture,communicationskills,it,computerengineering,bachelor'sdegree,10years,computerscience,management,mentoring",https://www.simplyhired.com/job/9kmoGrGUSxTjZZl6gYXUQcFXDEdouD8udBzffDjMr1-Kq1tvU0yY3Q,Others,,Remote,12,10,,1,29/9/2023
480,Senior Workforce/Data Analyst- (Workforce Optimization),60000.0,100000.0,0.0,0.0,1.0,Labcorp,3.4,26.0,9.0,Full-time,"visioninsurance,disabilityinsurance,paidtimeoff,employeestockpurchaseplan,healthinsurance,dentalinsurance,401(k)","alteryx,businessintelligence,microsoftexcel,microsoftaccess,datamanagement,sql,bachelor'sdegree,t-sql,analytics,computerscience",https://www.simplyhired.com/job/xR7m52aRa6XZY940swiTgbK0quTCHU0GwlU2zFBuo7Lav2-Fu3b2Qg,Analyst,senior,Remote,10,7,80000.0,1,26/9/2023
481,Technical Business Analyst,74934.0,85000.0,0.0,0.0,1.0,Earn DLT Inc,,,,Full-time,healthinsurance,"businessanalysis,agile,scrum,communicationskills,it,bachelor'sdegree,analysisskills,3years,analytics,softwaredevelopment,computerscience",https://www.simplyhired.com/job/KllMn9s0tA9zcRO4aO-Dxf3wOei2G_BAssd1AicC_v9VZ6QeBywVxQ,Analyst,,Remote,11,1,79967.0,1,nan
482,Post-Award Specialist II,,48722.0,0.0,0.0,1.0,University of Central Florida,4.2,6.0,10.0,Full-time,"visioninsurance,paidtimeoff,tuitionreimbursement,healthinsurance,employeediscount,dentalinsurance,employeeassistanceprogram,lifeinsurance","research,bachelor'sdegree,2years",https://www.simplyhired.com/job/wMlRovpgK9wtnZFr7mX5wsSqpW4FhJ6X85FF0-GhtmDbZdzj28BNPQ,Others,,Remote,3,8,,1,6/10/2023
483,Technical Business Analyst - AI (TEMP),89080.0,104800.0,0.0,0.0,1.0,Mineral,4.8,5.0,10.0,"Temporary,Full-time","familyleave,paidsicktime,visioninsurance,401(k)matching,healthinsurance,dentalinsurance,401(k),petinsurance","machinelearning,apis,projectmanagement,customerservice,qualitativeresearchinterviewing,ux,ui,ai,predictiveanalytics,analysisskills,interviewing,customersupport,saas,communicationskills,bachelor'sdegree,dataanalysisskills,agile,scrum,productmanagement,2years,computerscience",https://www.simplyhired.com/job/APsV60149FgIy069F2geuC_p6qtsF78WGeTjV4HQFxRLYxJuPMDoyw,Artificial Intelligence,,Remote,21,8,96940.0,2,5/10/2023
484,Entry Level Software Developer (Hybrid),71100.0,90000.0,0.0,0.0,1.0,"Visionist, Inc.",4.8,27.0,9.0,nan,"paidtimeoff,flexibleschedule,happyhour","softwaretroubleshooting,intelligencecommunity,cucumber,4years,devops,java,gitlab,github,ruby,bash,shellscripting,informationsystems,continuousintegration,scripting,bachelor'sdegree,python,jenkins,computerscience,ts/sciwithpolygraph",https://www.simplyhired.com/job/JLV_rNCLnjNUx-CEqXomu0uSXbkbAD49QBHMeEQ6L7_yuyQ1800Hlw,Software Developer,junior,Hybrid,19,3,80550.0,0,27/9/2023
485,Space Exploration Software Developer - 100% Remote,95200.0,121000.0,0.0,0.0,1.0,Performance,3.8,30.0,9.0,Full-time,nan,"systemsengineering,simulink,c++,azure,computerengineering,bachelor'sdegree,python,linux,softwaredevelopment,matlab,computerscience",https://www.simplyhired.com/job/ZTJKuFlFSBgvpOiV5jwYGRn6qviVOAuXbdNMbJJR8aYcayESzrbosQ,Software Developer,,Remote,11,0,108100.0,1,30/9/2023
486,Web Application Developer | REMOTE,100000.0,110000.0,0.0,0.0,1.0,American Food and Vending,3.0,,,Full-time,"visioninsurance,flexiblespendingaccount,healthsavingsaccount,401(k)matching,healthinsurance,dentalinsurance,401(k),employeeassistanceprogram,lifeinsurance","html5,microsoftsqlserver,c#,linux,.net,typescript,webdevelopment,databases,mysql,windows,.netcore,css,shellscripting,entityframework,git,customersupport,communicationskills,bachelor'sdegree,7years,javascript,mvc,relationaldatabases,computerscience,livechat",https://www.simplyhired.com/job/rCjuuqaUjAOBd2IZUIYPVMwCE50BFBkL96hLYAJD_SrdJXCiCOlmJw,Web Developer,,Remote,24,9,105000.0,1,nan
487,Penetration Tester - Part Time,,,,,,Fortified Health Security,4.7,6.0,10.0,Part-time,nan,"sscp,networksecurity,powershell,computernetworking,nessus,ceh,microsoftexcel,writingskills,visio,oscp,metasploit,bash,shellscripting,associate'sdegree,microsoftproject,cissp,attackframeworks,it,ccna,microsoftword,computerskills,management,managementinformationsystems,python,mcse,niststandards,nmap,microsoftoffice,burpsuite,2years,computerscience,microsoftpowerpoint",https://www.simplyhired.com/job/_CK0-Eh47HTWt7mJmq7VvoU7bxKHr7Kgel-E2XF0YnXSZWh9-PtvRQ,Others,,Remote,32,0,,1,6/10/2023
488,Technology Product Owner,90000.0,,0.0,0.0,1.0,Javara,2.5,26.0,9.0,Full-time,"visioninsurance,paidtimeoff,healthinsurance,dentalinsurance,401(k)","ehrsystems,naturallanguageprocessing,clinicaltrials,datascience,projectmanagement,agile,algorithmdesign,leadership,ontology,bachelor'sdegree,productdevelopment,negotiation,computerscience,datamodeling",https://www.simplyhired.com/job/dx35cd--_YoV7sQcK8yD5ud8Ak1sjaMOstSf_f1rdSOA_bdbdELzsA,Others,senior,Remote,14,5,,1,26/9/2023
489,Database Administrator,93200.0,118000.0,0.0,0.0,1.0,Analytica,3.6,,,Full-time,"401(k),paidtraining,401(k)matching","analytics,microsoftsqlserver,bachelor'sdegree,3years,databaseadministration,computerscience,shellscripting,management,db2",https://www.simplyhired.com/job/C8ICTiVdBHhR9TGEE4xFz2HQuQSeO5oiGpLflzEy0kxArIKhX94WRw,Administrator,,Remote,9,3,105600.0,1,nan
490,Help Desk Support Service Specialist – Intermediate,59900.0,75800.0,0.0,0.0,1.0,Systems Development and Analysis,,25.0,9.0,Full-time,"visioninsurance,flexiblespendingaccount,healthsavingsaccount,paidtimeoff,401(k)matching,healthinsurance,401(k),lifeinsurance","visio,desktopsupport,computerskills,softwaretroubleshooting,bachelor'sdegree,customerservice,2years,5years,computerscience,microsoftpowerpoint,associate'sdegree",https://www.simplyhired.com/job/xADDbcRwhw10J5GqXm3sdCs6DCqWglCx1FeTOOOVOAphEASbAEgRHA,Others,,Remote,11,8,67850.0,1,25/9/2023
491,IT Analyst,63500.0,80400.0,0.0,0.0,1.0,"Prairie Community Services, Inc.",4.1,,,Full-time,"healthsavingsaccount,403(b),healthinsurance,401(k),employeeassistanceprogram","business,systemdesign,businessadministration,it,bachelor'sdegree,analysisskills,2years,computerscience",https://www.simplyhired.com/job/FcXcrLesB0GKT4tf1WZI_7sljdaGbcSusDOmwF38owidrn2RFg7Faw,Analyst,,Remote,8,5,71950.0,1,nan
492,Sr. Software Engineer,110000.0,140000.0,0.0,0.0,1.0,Ford Motor Company,4.1,6.0,10.0,Full-time,"prescriptiondruginsurance,paidtimeoff,tuitionreimbursement,healthinsurance,employeediscount,dentalinsurance,parentalleave","googlecloudplatform,java,2years,aws,electricalengineering,c#,cloudcomputing,communicationskills,azure,bachelor'sdegree,softwaredevelopment,computerscience",https://www.simplyhired.com/job/JA_AdjYuiHy7fSs-z6oxvGbtX49r_BQ2PzRGf-7pATbze1eGYY3Alg,Software Engineer,senior,Remote,12,7,125000.0,1,6/10/2023
493,"Cyber Threat Researcher (Brazil, Remote)",73500.0,93100.0,0.0,0.0,1.0,INTEL 471,,26.0,9.0,Full-time,flexibleschedule,"english,writingskills,apis,military,spanish,communicationskills,research,malwareanalysis,analysisskills,portuguese",https://www.simplyhired.com/job/21NEA91ol4IITpTWCJ5MX_yiLnXYY7GQeX_U5Z6Zh94vZUwz68XolA,Others,,Remote,10,1,83300.0,1,26/9/2023
494,Customer Support Specialist,56700.0,71800.0,0.0,0.0,1.0,Streamline Healthcare Solutions,3.1,,,nan,nan,"bachelor'sdegree,analysisskills,communicationskills",https://www.simplyhired.com/job/kOyJpCQj_GtZk0YHReFBnX62XRAz0xWtiQuZXKS58m_DGZmxM6mtzQ,Others,,Remote,3,0,64250.0,0,nan
495,Software Engineer C++,96700.0,122000.0,0.0,0.0,1.0,Seegrid,2.6,,,nan,nan,"datastructures,organizationalskills,c++,productmanagement,3years,linux,softwaredevelopment,computerscience",https://www.simplyhired.com/job/1XTJhcW5xmeht0vT1ro9CZyqPpnzKKH005sGtyxU3jarOgrvZkrRmA,Software Engineer,,Remote,8,0,109350.0,0,nan
496,Senior Data Analyst - HEDIS,77506.0,87195.0,0.0,0.0,1.0,VIllageCare of New York,3.1,26.0,9.0,Full-time,"familyleave,commuterassistance,visioninsurance,disabilityinsurance,flexiblespendingaccount,paidtimeoff,403(b),tuitionreimbursement,healthinsurance,employeediscount,dentalinsurance","businessintelligence,microsoftexcel,1year,hedis,python,sql,bachelor'sdegree,dataanalysisskills,tableau,analytics,computerscience,r",https://www.simplyhired.com/job/nVf4Ie41TSok_CJ5CGicS2yH3jjrDeUgA8_ZMa7r3yjguCj_pO4ceA,Analyst,senior,Remote,12,11,82350.5,1,26/9/2023
497,Senior Database Administrator,,90500.0,0.0,0.0,1.0,"Zoom Video Communications, Inc.",3.8,4.0,10.0,Full-time,opportunitiesforadvancement,"bachelorofscience,git,dynamodb,mongodb,scripting,aws,perl,ansible,mysql,python,chef,bachelor'sdegree,softwareengineering,linux,5years,computerscience,devops",https://www.simplyhired.com/job/ddFzsKGYmrMfNTMULPiFm3wgZp7X4Efi_Z_RZ_c0l-5QOMYeZmZ6hw,Administrator,senior,Remote,17,1,,1,4/10/2023
498,Royalty Audit Analyst,60000.0,85000.0,0.0,0.0,1.0,"Adeptus Partners, LLC",,,,Full-time,"visioninsurance,paidtimeoff,flexibleschedule,continuingeducationcredits,opportunitiesforadvancement,healthinsurance,dentalinsurance,401(k),lifeinsurance","timemanagement,microsoftexcel,accounting,1year,communicationskills,sql,bachelor'sdegree,macros,computerscience",https://www.simplyhired.com/job/D01mHovdWczYfKr9c2WDy6VcNCVuqchMkYr2_htvNprriafJCUoF5g,Analyst,,Remote,9,9,72500.0,1,nan
499,Microsoft Azure Analyst,81650.0,127780.0,0.0,0.0,1.0,"Avesis, Incorporated",2.8,,,Full-time,"visioninsurance,disabilityinsurance,paidparentalleave,401(k)matching,tuitionreimbursement,healthinsurance,dentalinsurance,401(k),parentalleave","bachelorofscience,scripting,1year,powershell,cloudsecurity,it,communicationskills,azure,activedirectory,bachelor'sdegree,analysisskills,operations",https://www.simplyhired.com/job/V0GND3KZfvjVVEhyKoUfs8Gh7lvwgfoomFuzBh5CJSYNekRNvxdiIg,Analyst,,Remote,12,9,104715.0,1,nan
500,EDI Analyst,72500.0,84500.0,0.0,0.0,1.0,"FLEXE, Inc.",5.0,3.0,10.0,nan,"parentalleave,visioninsurance,paidtimeoff,paidparentalleave,internetreimbursement,401(k)matching,healthinsurance,dentalinsurance,401(k),workfromhomestipend","xml,apis,projectmanagement,edi,agile,engineering,json,communicationskills,bachelor'sdegree,2years,computerscience",https://www.simplyhired.com/job/u6jiNuFQqTZ8sO-LBWsIpmEnLR84Bh88nUlTy8VgLa8Gar6NhlMu0A,Analyst,,Remote,11,10,78500.0,0,3/10/2023
501,Desktop Engineering Lead,70000.0,90000.0,0.0,0.0,1.0,Phase V Consulting LLC,1.0,5.0,10.0,Full-time,"visioninsurance,paidtimeoff,healthinsurance,dentalinsurance,401(k)","comptiasecurity+,leadership,virtualization,macos,communicationskills,it,windows,operatingsystems,bachelor'sdegree,analysisskills,10years,remoteaccesssoftware,computerscience,comptiaa+",https://www.simplyhired.com/job/X9m7-on07PuG3npeYLtsheUdmhRnYdypamVFf4sofSSH7VQjd6TP8g,Others,senior,Remote,14,5,80000.0,1,5/10/2023
502,Client Support Specialist,48800.0,61800.0,0.0,0.0,1.0,Softdocs,4.5,,,nan,"visioninsurance,disabilityinsurance,healthsavingsaccount,flexiblespendingaccount,paidtimeoff,paidparentalleave,healthinsurance,401(k),parentalleave,lifeinsurance","microsoftexcel,writingskills,officeexperience,javascript,webdevelopment,html5,microsoftsqlserver,1year,communicationskills,it,bachelor'sdegree,css,customerservice,computerskills,computerscience,associate'sdegree",https://www.simplyhired.com/job/JtyPz9KMjcVkxOHUcCDIH_-FAsYvPaWYkHJxUKimdj_1C3bpukwUrQ,Others,,Remote,16,10,55300.0,0,nan
503,Support Associate,35000.0,58800.0,0.0,0.0,1.0,"DealerOn, Inc.",3.1,,,Full-time,"visioninsurance,disabilityinsurance,flexiblespendingaccount,paidtimeoff,paidparentalleave,401(k)matching,healthinsurance,dentalinsurance,401(k),petinsurance,parentalleave,lifeinsurance","html5,drupal,customerservice,microsoftexcel,1year,css,salesforce,joomla,communicationskills,microsoftword,organizationalskills,javascript,contentmanagementsystems,microsoftoutlook,microsoftoffice,googleanalytics,wordpress,master'sdegree,computerscience",https://www.simplyhired.com/job/9qDWxeatfWiAbfgPt9qyrET8xfoGeqmZdOfUvJSN4kZ7dqzgpc3FXg,Others,,Remote,19,12,46900.0,1,nan
504,Associate Software Engineer Peoplesoft Application Developer,72600.0,91900.0,0.0,0.0,1.0,"Savannah River Nuclear Solutions, LLC",3.9,4.0,10.0,nan,"visioninsurance,disabilityinsurance,paidtimeoff,401(k)matching,healthinsurance,dentalinsurance,401(k),lifeinsurance","databasemanagement,businessrequirements,oracle,databaseadministration,confidentialclearance,pl/sql,peoplesoft,it,sql,bachelor'sdegree,softwareengineering,relationaldatabases,softwaredevelopment,highschooldiplomaorged,lclearance,rootcauseanalysis,qclearance",https://www.simplyhired.com/job/x_iftVJgIhYaRnZE5Yutms1yUrD13sCH4FZgMyd8CC8p4PNxAUyWmg,Software Engineer,,Remote,17,8,82250.0,0,4/10/2023
505,Business Analyst Contracts IS-REMOTE,,,,,,Penn Medicine,4.0,,,nan,tuitionreimbursement,"bachelorofarts,financialmodeling,bachelor'sdegree",https://www.simplyhired.com/job/-SeXoS2qQfjljrv1uIO8RL6k1QJdweMVmmZ7x1lpeyjntVVuUyuH7Q,Analyst,,Remote,3,1,,0,nan
506,Data Engineer,103000.0,130000.0,0.0,0.0,1.0,"Zartico, Inc.",,,,Full-time,unlimitedpaidtimeoff,"bachelorofscience,machinelearning,sql,bachelor'sdegree,datavisualization,2years,terraform,python",https://www.simplyhired.com/job/_-ZWohPCtWnXDsxmJARM1q_9LBJUYCw0G20ycnxLAvG0uX1wXsWb1Q,Data Engineer,,Remote,8,1,116500.0,1,nan
507,Software Engineer - All Levels,82000.0,104000.0,0.0,0.0,1.0,Listrak,3.2,,,nan,"paidtimeoff,gymmembership","marketingautomation,distributedsystems,html5,microsoftsqlserver,c#,softwaretroubleshooting,kafka,1year,vue.js,css,git,webservices,bachelor'sdegree,python,rest,javascript,agile,scrum,soap,debugging,relationaldatabases,computerscience,back-enddevelopment",https://www.simplyhired.com/job/g6pNGXXRZMSMH23UcmwDUnJ_I7_5xgMEPLD2dRObsTpJy5LPg4bi_w,Software Engineer,,Remote,23,2,93000.0,0,nan
508,Senior DevOps Consultant,140000.0,200000.0,1.0,0.0,0.0,Synovize,,23.0,9.0,"Full-time,Contract","visioninsurance,paidtimeoff,flexibleschedule,401(k)matching,healthinsurance,dentalinsurance,referralprogram,401(k),lifeinsurance","aws,ansible,python,topsecretclearance,docker,bachelor'sdegree,terraform,computerscience,kubernetes,devops",https://www.simplyhired.com/job/Cmvbt8AnEAq--KmEBIVEv0GoIPJwnfw1VygJgj1af5jcVJGsthh7kA,Others,senior,Remote,10,9,170000.0,2,23/9/2023
509,Cybersecurity Operations Engineer,110000.0,139000.0,0.0,0.0,1.0,Amentum,3.8,6.0,10.0,Full-time,nan,"timemanagement,vulnerabilitymanagement,informationsystems,communicationskills,azure,bachelor'sdegree,5years,computerscience,management",https://www.simplyhired.com/job/IkNTyI4qHjl4MzndiFB72-gJNdG3olDF0huQ7WNtSzzMoKkNSX3zeg,Security Engineer,,Remote,9,0,124500.0,1,6/10/2023
510,Data Engineer,87000.0,110000.0,0.0,0.0,1.0,"Ag-Analytics Technology Company, LLC",,,,Full-time,nan,"machinelearning,aws,r,statistics,googlecloudplatform,java,powerbi,databases,azure,analysisskills,tableau,tensorflow,git,nosql,etl,communicationskills,sql,bachelor'sdegree,datavisualization,python,datawarehouse,master'sdegree,pytorch,computerscience",https://www.simplyhired.com/job/wVusBEm9NokJzcT69JSIVTdAIB_L5byeBsq3d7XoLqQ31QVNk9kvUw,Data Engineer,,Remote,24,0,98500.0,1,nan
511,"IT Field Tech Coordinator - Remote - Effingham, IL",44500.0,56400.0,0.0,0.0,1.0,Heartland Dental,2.9,5.0,10.0,nan,nan,"microsoftexcel,organizationalskills,logistics,microsoftoutlook,1year,computerscience,it,communicationskills,computerskills,microsoftword",https://www.simplyhired.com/job/m7afcgUwjVNt9R3UMLOVuq8iERB5ilOwMsl5axnGRpGyMyOA5x8Diw,IT Engineer,,Remote,10,0,50450.0,0,5/10/2023
512,Data Scientist,106000.0,134000.0,0.0,0.0,1.0,Interwell Health,1.0,,,Full-time,nan,"statistics,machinelearning,datascience,continuousintegration,designpatterns,1year,communicationskills,azure,sql,bachelor'sdegree,dataanalysisskills,spark,analytics,python,scala,r,datamodeling",https://www.simplyhired.com/job/6ylZAyOczvbJBul97gnJwEaxTdtA7o2H6dZo4eLFkbNE5avfTKHwqQ,Data Scientist,,Remote,17,0,120000.0,1,nan
513,Software Engineer Mid Level,93300.0,118000.0,0.0,0.0,1.0,Real Time Medical Systems,,,,Full-time,"visioninsurance,disabilityinsurance,healthsavingsaccount,flexiblespendingaccount,paidtimeoff,401(k)matching,employeeassistanceprogram,healthinsurance,dentalinsurance,401(k),parentalleave,lifeinsurance","git,apis,javascript,react,webdevelopment,microsoftsqlserver,agile,c#,responsivewebdesign,angular,communicationskills,html5,computerengineering,bachelor'sdegree,css,softwareengineering,computerscience,4years",https://www.simplyhired.com/job/3eBHWJnqc91Se1Q6-Oo8XgazwKnlWSmzguK7O_tqEuagLyZU5RhtLQ,Software Engineer,,Remote,18,12,105650.0,1,nan
514,Data Operations Engineer,100000.0,154000.0,0.0,0.0,1.0,Moen,3.6,5.0,10.0,Full-time,"401(k),healthinsurance,401(k)matching,adoptionassistance","git,oracle,sapbw4hana,oracleebs,projectmanagement,abap,agile,microsoftsqlserver,datawarehouse,communicationskills,sql,bachelor'sdegree,ci/cd,datavisualization,5years,python,management",https://www.simplyhired.com/job/Wn2B8ZGsy4sNDQ94UCnZGht7ZXs9CoCcftH8cIMhE37EIw4uFHAqOg,Others,,Remote,17,4,127000.0,1,5/10/2023
515,Senior Software Engineer I,,119835.0,0.0,0.0,1.0,PrintMail Solutions,2.8,30.0,9.0,Full-time,"retirementplan,visioninsurance,paidtimeoff,healthsavingsaccount,401(k)matching,healthinsurance,employeediscount,dentalinsurance,referralprogram,401(k),employeeassistanceprogram,lifeinsurance","apis,html5,c#,.net,asp.net,css,entityframework,jquery,sql,bachelor'sdegree,t-sql,iis,asp,rest,ajax,agile,mvc,scrum,softwaredevelopment,2years,computerscience,restfulapi",https://www.simplyhired.com/job/g8b2RfM5Q1FVD1fc4o3yeNG5F99XaEhPk098taDvMd7UXbn4nU-5qQ,Software Engineer,senior,Remote,22,12,,1,30/9/2023
516,IT Technology Services Expert,134992.0,226950.0,0.0,0.0,1.0,SAP,4.2,26.0,9.0,Full-time,nan,"itservicemanagement,master'sdegree,bachelor'sdegree,5years,management",https://www.simplyhired.com/job/mddDkZBlKP0V9p-zcE7fsvweSdlYTayq0YKLb878frD8sJ-YK4UcjQ,IT Engineer,senior,Remote,5,0,180971.0,1,26/9/2023
517,Software Engineer - ImagineBilling,80000.0,100000.0,0.0,0.0,1.0,ImagineSoftware,4.4,,,Full-time,"visioninsurance,paidtimeoff,healthinsurance,dentalinsurance,401(k)","bachelorofscience,2years,microsoftsqlserver,visualbasic,c#,asp.net,oop,entityframework,sql,bachelor'sdegree,softwaredevelopment,computerscience,associate'sdegree,.net",https://www.simplyhired.com/job/WATVtT2FGIwk55tZ67Tbh96u5GeHHQk6W1VqT0cLWqsMzUi2nfwzqQ,Software Engineer,,Remote,14,5,90000.0,1,nan
518,Quality Assurance Engineer,76200.0,96500.0,0.0,0.0,1.0,Tree Top Staffing LLC,,6.0,10.0,Full-time,nan,"bachelorofscience,writingskills,qualityassurance,scripting,agile,testcases,scrum,testautomation,sql,master'sdegree,bachelor'sdegree,softwarequalityassurance,softwaredevelopment,computerscience",https://www.simplyhired.com/job/uNp9clboXPvgH4rVZS4wJgjeqGu2J19OK5oMgq2gB49TxqaiMPqt0Q,Quality Assurance Engineer,,Remote,14,0,86350.0,1,6/10/2023
