,Job,Salary_Begin,Salary_End,Hourly,Monthly,Yearly,Company,Rating,Posted_Date,Posted_Month,Type,Benefits,Qualifications,Job Link,Job_simp,Job_seniority,Location_type,num_Qualifications,num_Benefits,Salary_Average,num_Type
608,Associate Product Manager,55000.0,75000.0,0.0,0.0,1.0,Paktolus,,28.0,9.0,Full-time,"healthinsurance,paidtimeoff,dentalinsurance,flexibleschedule,visioninsurance,401(k)","scrum,qualityassurance,agile,business,computerscience,ux,marketing,sdlc,organizationalskills,softwaredevelopment,2years,bachelor'sdegree,communicationskills,customersupport,timemanagement",https://www.simplyhired.com/job/fwb2y_jL-NgRP4__gLjGqrz94Oi-V9YNOh2SwxTxvNM2ti1mRXy-5g,Manager,,,15,6,65000.0,1
609,Data Integration Specialist,70700.0,89500.0,0.0,0.0,1.0,Goby Inc,,,,Full-time,"healthinsurance,paidtimeoff,401(k)","technicalprojectmanagement,computerscience,projectmanagement,sql,microsoftsqlserver,aws,2years,bachelor'sdegree,postgresql,softwaretroubleshooting",https://www.simplyhired.com/job/L5uN3Ab2xzA4LQ9v06iJfw-HHQRInLM5IQ6aj1D5ayktQKtpeYZF3w,Others,,,10,3,80100.0,1
610,Software Engineer,115000.0,135000.0,0.0,0.0,1.0,WPS / MANSON WESTERN LLC,,,,Full-time,nan,"oop,computerscience,git,communicationskills,asp.net,javascript,c#,html5,rest,s3,bachelor'sdegree,databasedesign,computerengineering,.net,css,designpatterns,4years,sdlc,aws,softwareengineering,relationaldatabases,visualstudio,.netcore,microsoftsqlserver,debugging,apis,databases",https://www.simplyhired.com/job/CbSDb4EWRMbtVhTMBvaW5Ng4r7EiNS9TDRb30Aido5fI6zo1KxScVQ,Software Engineer,,,27,0,125000.0,1
611,Software Test Engineer,89700.0,114000.0,0.0,0.0,1.0,RRAI,4.6,,,Full-time,"healthinsurance,disabilityinsurance,employeeassistanceprogram,401(k)matching,profitsharing,dentalinsurance,bereavementleave,paidtimeoff,relocationassistance,opportunitiesforadvancement,lifeinsurance,flexibleschedule,paidjuryduty,petinsurance,paidparentalleave,tuitionreimbursement,parentalleave,401(k),visioninsurance","c++,robotics,computerscience,integrationtesting,rootcauseanalysis,master'sdegree,bachelor'sdegree,istqbcertification,agile,python,softwaretesting,testautomation,c,systemtesting,jira,2years,debugging,bachelorofscience,confluence",https://www.simplyhired.com/job/CQrGtDbRMYYJHrc-4M9l74c15EafUk-EAqBovO8MbQAAwAt3f6-Aww,Others,,,19,19,101850.0,1
612,Web Application Developer,85000.0,105000.0,0.0,0.0,1.0,i2i Workforce,,26.0,9.0,nan,"healthinsurance,paidtimeoff,dentalinsurance,lifeinsurance,visioninsurance,401(k)","node.js,vue.js,restfulapi,javascript,bachelor'sdegree,css,computerscience,unittesting,html5,json,angular,databasemanagement,databases,bootstrap",https://www.simplyhired.com/job/xFNGf5yxaFFA5V-2_Ryf_o5T9ld-iBRYJKBE4LA2LyDFU_mquWN_fg,Web Developer,,,14,6,95000.0,0
613,BSA (with data analytics skills),120000.0,140000.0,1.0,0.0,0.0,Fortek IT Solutions USA,,,,Full-time,nan,"quantitativeanalysis,datamodeling,analytics,computerscience,communicationskills,banksecrecyact,5years,organizationalskills,bachelor'sdegree,timemanagement,nosql,python,aws,redshift,qualitativeanalysis,dataanalytics,sql,r,dataanalysisskills",https://www.simplyhired.com/job/yib6CpFyr4wJ8D4yHf8631PWQQdCOsnVQK9HzsAUdglIXQoKStm7oQ,Others,,,19,0,130000.0,1
614,QA Associate,50000.0,65000.0,0.0,0.0,1.0,"Medical Answering Services, LLC",,4.0,10.0,Full-time,nan,"java,testautomation,scrum,writingskills,testcases,associate'sdegree,computerscience,sql,rootcauseanalysis,sdlc,communicationskills,bachelor'sdegree,softwaretroubleshooting",https://www.simplyhired.com/job/VNFfDOYs5EOg62U4nSS7aBWyvmRtmio_n1X-8ueav5gX8z6IAhR1Mw,Others,,,13,0,57500.0,1
615,Audio Visual Programmer,65000.0,,0.0,0.0,1.0,Feyen Zylstra,3.5,,,Full-time,nan,"microsoftoffice,3years,computerscience,associate'sdegree",https://www.simplyhired.com/job/pRetBERR_nbahl7YqAhl8YG5516wBzahs7KUpJMThkYhytXzoN7gbA,Others,,,4,0,,1
616,Data Engineer,104000.0,132000.0,0.0,0.0,1.0,Microagility,4.0,3.0,10.0,Full-time,nan,"databasedesign,shellscripting,restfulapi,datamodeling,agile,webservices,computerscience,vba,sql,python,tableau,etl,softwaredevelopment,bachelor'sdegree,datascience,powerbi",https://www.simplyhired.com/job/Igy3t7J3NG-SpHDqSttWLJ2cUhM0jx7jTTfMHrFJLsCTo5faYUbKEA,Data Engineer,,,16,0,118000.0,1
617,Developer,87100.0,110000.0,0.0,0.0,1.0,CRATE & BARREL,3.6,,,Full-time,nan,"computerscience,git,react,communicationskills,angular,salesforce,e-commerce,mvc,googlecloudplatform,asp.net,javascript,c#,html5,cloudinfrastructure,bachelor'sdegree,.net,designpatterns,python,sdlc,relationaldatabases,visualstudio,2years,datastructures,databases",https://www.simplyhired.com/job/sM0D-QL-1Sy3d73jTt7kGdKreMmouSCUSiY7SyVfmUcWFWAjynxREg,Software Developer,,,24,0,98550.0,1
618,Help Desk Analyst,65000.0,75000.0,0.0,0.0,1.0,YSI,,,,Full-time,"healthinsurance,disabilityinsurance,tuitionreimbursement,paidtimeoff,healthsavingsaccount,dentalinsurance,professionaldevelopmentassistance,lifeinsurance,visioninsurance,paidtraining,401(k)","business,softwaredeployment,computerscience,communicationskills,cnd,requirementsgathering,ccnasecurity,associate'sdegree,5years,requirementsanalysis,analysisskills,accounting,bachelor'sdegree,systemdesign,businessanalysis,iat,useracceptancetesting,softwaretesting,softwaredevelopment,computerskills,comptiacysa+,iatlevelii,dodexperience,comptiasecurity+,sscp,budgeting,helpdesk,gicsp",https://www.simplyhired.com/job/5qIrxo4hQfsrOLtwFoEMmxRzBhaZBBGLmh-IH7WpCMXaDFoYfjDvxA,Analyst,,,28,11,70000.0,1
619,Adjunct Faculty - IT (part-time),61600.0,78000.0,0.0,0.0,1.0,Herzing University,3.7,,,Part-time,"401(k),401(k)matching","computerscience,doctorofphilosophy,communicationskills,master'sdegree,doctoraldegree",https://www.simplyhired.com/job/LTEFHU_CEoxBCzwIhYFxNzXwgue4wr8eWsDwsGKmM7db2cwKGtRo7A,IT Engineer,,,5,2,69800.0,1
620,General Ledger Programmer I,51000.0,69000.0,0.0,0.0,1.0,PAYLOCITY CORPORATION,3.4,23.0,9.0,Full-time,"healthinsurance,401(k)matching,dentalinsurance,visioninsurance,401(k)","payroll,generalledgeraccounting,microsoftoffice,computerscience,accountspayable,sql,visualstudio,management,1year,microsoftsqlserver,accounting,bachelor'sdegree,paylocity,softwaretroubleshooting",https://www.simplyhired.com/job/H-Dew-A3m0_B3IO8RDzWhs6bYvGS4EQjLYBFa7SI9ZjBdlYwUbpt6A,Others,,,14,5,60000.0,1
621,Senior SQA Engineer,126000.0,155000.0,0.0,0.0,1.0,GE Healthcare,3.9,5.0,10.0,nan,"healthinsurance,tuitionreimbursement,401(k)matching,paidtimeoff,dentalinsurance,visioninsurance,401(k)","java,istqbcertification,qualityassurance,agile,bachelor'sdegree,engineering,computerscience,5years,python,ai,bachelorofscience,softwarequalityassurance,scripting",https://www.simplyhired.com/job/VIBIcT7ObN1MTsXu2V1cK1BtsKG68Z67fQA_u85krpeE_vFiJ682Rg,Others,senior,,13,7,140500.0,0
622,Quality Assurance Engineer,73100.0,92600.0,0.0,0.0,1.0,Envision Pharma Group,3.3,,,Full-time,nan,"qualityassurance,selenium,communicationskills,softwarequalityassurance,jenkins,javascript,html5,3years,analysisskills,bachelor'sdegree,webdevelopment,css,softwaretesting,aws,softwaredevelopment,github,testautomation,writingskills,sql,jira,bachelorofscience,mongodb",https://www.simplyhired.com/job/tEjlwEwpXRbQ__I2bsZRYR1qZZjiXKQ7JHz93qSf6UUTddEwUUb5PQ,Quality Assurance Engineer,,,22,0,82850.0,1
623,Data Visualization Analyst - Automotive Division,64000.0,81000.0,0.0,0.0,1.0,LocalIQ,3.0,27.0,9.0,Full-time,nan,"datamining,ceridian,bachelor'sdegree,microsoftexcel,sql,python,tableau,datavisualization,dataanalysisskills",https://www.simplyhired.com/job/yQTIfbD2DPZuKjCDiuE69HEcMEjX884JVcRv_oGkimDtgTFtoxtczA,Analyst,,,9,0,72500.0,1
624,Customer Experience Engineer,83100.0,105000.0,0.0,0.0,1.0,GoHealth Urgent Care,2.5,4.0,10.0,Full-time,nan,"customerservice,it,javascript,computerscience,vendormanagement,projectmanagement,servicenow,cybersecurity,3years,crmsoftware,communicationskills,bachelor'sdegree,apis,scripting",https://www.simplyhired.com/job/R1o5unx_QaViEr5g8IP8tXDLT7R9MP9Q-e1y58QFBki5064JrmG5cQ,Others,,,14,0,94050.0,1
625,Associate Systems Engineer,58600.0,74300.0,0.0,0.0,1.0,Unisys Corporation,3.0,4.0,10.0,Full-time,nan,"english,mcp,under1year,computerscience,noexperienceneeded,communicationskills,bachelor'sdegree",https://www.simplyhired.com/job/aF_sA2rjDfu59wb9o_FTdI4U5SuHy8jhiXQnrjbvVUdLeasI52ui1g,Others,,,7,0,66450.0,1
626,.NET Engineer (Remote - US),100000.0,125000.0,0.0,0.0,1.0,TixTrack,4.0,,,Full-time,"healthinsurance,paidtimeoff,dentalinsurance,lifeinsurance,visioninsurance,401(k)","vue.js,oop,computerscience,git,react,communicationskills,angular,googlesuite,javascript,cloudinfrastructure,analysisskills,bachelor'sdegree,microsoftoffice,.net,slack,4years,aws,azure,informationsystems,sql,jira,.netcore",https://www.simplyhired.com/job/fE4LoRXlkI36qnC1TQ9DopOUZ1CwsUo-J00F2tZhaQ4owzfzKdzZ_w,Others,,Remote,22,6,112500.0,1
627,Gameplay Engineer,115000.0,136000.0,0.0,0.0,1.0,Turtle Rock Studios,,,,nan,"healthinsurance,401(k)matching,profitsharing,dentalinsurance,visioninsurance,401(k)","c++,c,shellscripting,math,computernetworking,visualstudio,3years,communicationskills,bachelor'sdegree,bash",https://www.simplyhired.com/job/QYRLR92ZMXMaip9MIRxqxHqFccGAiZG3no9rQHuq-PFgNZ9pxgqsDw,Others,,,10,6,125500.0,0
628,Software Engineer,76721.0,109602.0,0.0,0.0,1.0,Synergy BIS,2.9,4.0,10.0,Full-time,"healthinsurance,gymmembership,disabilityinsurance,tuitionreimbursement,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,referralprogram,visioninsurance,401(k),flexiblespendingaccount","computerscience,servicenow,linux,ci/cd,git,devops,front-enddevelopment,shellscripting,javascript,c#,html5,3years,rest,analysisskills,bachelor'sdegree,nosql,typescript,agile,css,python,aws,kubernetes,relationaldatabases,java,docker,restfulapi,sql,databases",https://www.simplyhired.com/job/0Fjci6UUkCtMofB5LleoAan0f1zwkbGDgkB8UbgtPPd-rQxMOr63iQ,Software Engineer,,,28,12,93161.5,1
629,Quality Assurance Engineer,101000.0,128000.0,0.0,0.0,1.0,MNTN,4.0,26.0,9.0,nan,"healthinsurance,401(k),flexiblespendingaccount","productmanagement,testautomation,qualityassurance,testcases,oop,computerscience,organizationalskills,master'sdegree,communicationskills,bachelor'sdegree,microservices,apis,performancemarketing,customersupport",https://www.simplyhired.com/job/y5Ri4z2gLWMabYvvbJCqB9OEInYuVUgxb6DbqaKNsdD0U1BNjVhvEA,Quality Assurance Engineer,,,14,3,114500.0,0
630,Analyst,57800.0,73200.0,0.0,0.0,1.0,NV5,3.1,4.0,10.0,Full-time,"healthinsurance,opportunitiesforadvancement,paidtimeoff,dentalinsurance,lifeinsurance,401(k)","gis,gps,computerscience,dodexperience,geography,analysisskills,2years,communicationskills,bachelor'sdegree,geographicinformationsystems",https://www.simplyhired.com/job/08H8ojEXX4o1WP2RplJPyrHrZwN_BDyvG0nuKwHaeBiZM-e2_xMrZQ,Analyst,,,10,6,65500.0,1
631,Configuration Management Specialist,140000.0,200000.0,1.0,0.0,0.0,Synovize,,23.0,9.0,"Full-time,Contract","healthinsurance,401(k)matching,paidtimeoff,referralprogram,dentalinsurance,lifeinsurance,flexibleschedule,visioninsurance,401(k)","terraform,docker,ansible,computerscience,awscertification,configurationmanagement,python,topsecretclearance,aws,kubernetes,bachelor'sdegree,devops",https://www.simplyhired.com/job/-a62UfkqJa-TxP0U45pLz3TopSwk4Dv_m9OQzyDQrlvp-qqpIWFdqQ,Others,,,12,9,170000.0,2
632,Product Analyst,,80000.0,0.0,0.0,1.0,PubNub,3.6,,,nan,"internetreimbursement,paidparentalleave,cellphonereimbursement,401(k)matching,paidtimeoff,stockoptions,parentalleave,401(k),visioninsurance","dataanalytics,nosql,agile,bachelor'sdegree,productdevelopment,computerscience,docusign,ux,jira,paas,analysisskills,2years,communicationskills,dataanalysisskills,catering,apis,databases",https://www.simplyhired.com/job/UCvz6AbLjqZTIED4PmQeVoz6AYqbi4R_xlaNT1WEiCgBryJ6aAtm-A,Analyst,,,17,9,,0
633,"Browser Vulnerability Researcher, Mid",58300.0,133000.0,0.0,0.0,1.0,Booz Allen Hamilton,3.9,,,nan,"healthinsurance,paidparentalleave,tuitionreimbursement,401(k)matching,paidtimeoff,healthsavingsaccount,flexibleschedule,parentalleave,401(k),flexiblespendingaccount","computerskills,windows,c++,c,javascript,arm,computerscience,linux,computernetworking,highschooldiplomaorged,2years,assembly,bachelor'sdegree,iosdevelopment,macos,vulnerabilityresearch",https://www.simplyhired.com/job/TmOAETYwrzdR1rzfh8HxmiPuuBZKF_CGc1x1YsnldRnqe40Z14V6Zw,Others,,,16,10,95650.0,0
634,Software Engineering Support Technician III,,,,,,Puttshack USA Inc,3.7,,,Full-time,"healthinsurance,paidparentalleave,paidtimeoff,dentalinsurance,parentalleave,visioninsurance","windows,computerscience,rootcauseanalysis,communicationskills,shellscripting,continuousimprovement,analysisskills,bachelor'sdegree,timemanagement,ios,softwaretesting,aws,kubernetes,softwaredevelopment,bash,docker,unix,debugging,microsoftwindowsserver,customersupport",https://www.simplyhired.com/job/CBtToWajnSUM2YshsAuYnW2EwEWTaxihjLrjCOSc0c6vZX4X5c7p3w,Software Engineer,,,20,6,,1
635,Database Administrator (Remote),112000.0,141000.0,0.0,0.0,1.0,"Kadiak, LLC",4.0,5.0,10.0,nan,"healthinsurance,401(k)matching,paidtimeoff,dentalinsurance,visioninsurance,401(k),flexiblespendingaccount","ssis,tfs,computerscience,git,powerbi,ssrs,devops,sybase,management,bachelor'sdegree,nosql,agile,datawarehouse,4years,tableau,microsoftaccess,sdlc,aws,relationaldatabases,azure,it,mysql,sql,etl,microsoftsqlserver,bachelorofscience,archivalprocessing,databases",https://www.simplyhired.com/job/Y58Z-BbRdusfTH0pgd3ZNTuCkiJRgMmoFxmLAiby_Ap6iR-LwdnbEA,Administrator,senior,Remote,28,7,126500.0,0
636,Business Analyst,82900.0,105000.0,0.0,0.0,1.0,Alluvia Studio,,,,Full-time,nan,"qualityassurance,systemsanalysis,computerscience,sql,datavisualization,communicationskills,technicalwriting",https://www.simplyhired.com/job/g6ckFO-Tou8nlvuT1A13gFsDygtIGWQjaaoS281ji7IDfftA6tfS0A,Analyst,,,7,0,93950.0,1
637,QA Tester - Data Analytics,111560.0,140360.0,1.0,0.0,0.0,TAA Solutions LLC,,,,"Full-time,Contract","healthinsurance,tuitionreimbursement,401(k)matching,paidtimeoff,dentalinsurance,lifeinsurance,flexibleschedule,employeediscount,visioninsurance,401(k)","windows,microsoftword,computerscience,certifiedpharmacist,linux,communicationskills,5years,analysisskills,bachelor'sdegree,microsoftoffice,microsoftexcel,datawarehouse,sdlc,softwaredevelopment,under1year,pivottables,azure,sql,jira,microsoftpowerpoint,visualstudio,gitlab,debugging",https://www.simplyhired.com/job/WAqBXjFv7fhF8y4x8qqgh3_pM-AOrQ8BWauzDDT5flqeg0sgYWLChw,Others,,,23,10,125960.0,2
638,Developer,66000.0,81000.0,0.0,0.0,1.0,Data Center Inc,4.5,,,Full-time,"healthinsurance,401(k)matching,profitsharing,paidtimeoff,dentalinsurance,lifeinsurance,visioninsurance,401(k),flexiblespendingaccount","writingskills,microsoftword,microsoftoffice,microsoftexcel,informationsystems,computerscience,c#,1year,organizationalskills,programdesign,communicationskills,bachelor'sdegree,systemdesign,softwaretroubleshooting,timemanagement",https://www.simplyhired.com/job/wxlqi_4njshNAfkhhY53bqhw-Jr6HVxKShRGkT6gkSjhwz82fzs2rA,Software Developer,,,15,9,73500.0,1
639,Application Support Engineer (2nd Shift),80000.0,110000.0,0.0,0.0,1.0,Bastian Solutions - A Division of Toyota,,,,Full-time,"healthinsurance,tuitionreimbursement,employeeassistanceprogram,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,professionaldevelopmentassistance,flexibleschedule,employeediscount,parentalleave,lifeinsurance,referralprogram,retirementplan,401(k),flexiblespendingaccount,visioninsurance","pl/sql,computerscience,ci/cd,communicationskills,warehousemanagementsystem,ssrs,softwaretroubleshooting,c#,organizationalskills,bachelor'sdegree,systemdesign,datamining,agile,sdlc,supplychain,xml,customerservice,oracle,informationsystems,applicationsupport,sql,microsoftsqlserver,json,apis",https://www.simplyhired.com/job/7Ig8WmoJbA-Ez1isDyVMOD13zCB9ihZX4_lghcce_YzBtNo9ymHMIA,Others,senior,,24,17,95000.0,1
640,Technical Customer Success Associate,50300.0,63700.0,0.0,0.0,1.0,Alpha II,,26.0,9.0,Full-time,nan,"emrsystems,computerskills,businessadministration,bachelor'sdegree,microsoftexcel,ehrsystems,computerscience,business,associate'sdegree,under1year,bachelorofscience,databases,editing,timemanagement",https://www.simplyhired.com/job/lnRVeHbrJHpC1DJblOAQJq3Amt3ck5-6DRXSWUTb0UB9miVeKlMInQ,Others,,,14,0,57000.0,1
641,EHR / EMR Support Specialist/Analyst,46700.0,59100.0,0.0,0.0,1.0,Greenbrook TMS NeuroHealth Centers,2.8,30.0,9.0,Full-time,"healthinsurance,401(k)matching,paidtimeoff,dentalinsurance,visioninsurance,401(k)","dataanalytics,medicalterminology,ehrsystems,computerscience,2years,communicationskills,bachelor'sdegree,advancedmd",https://www.simplyhired.com/job/BRWFF1y_Mr5MXEtFZwAxX-C0pd5s6rVx_uK9Esc9eoqTPSNp2yPRKg,Analyst,,,8,6,52900.0,1
642,Junior Security Data Analyst,84100.0,107000.0,0.0,0.0,1.0,SpyCloud,,,,Full-time,"healthinsurance,paidtimeoff,dentalinsurance,visioninsurance,401(k)","databases,analytics,computerscience,linux,git,communicationskills,shellscripting,rest,s3,go,nosql,python,aws,1year,bash,restfulapi,dataanalysisskills,datastructures,apis,scripting",https://www.simplyhired.com/job/GGsGn9NMuGnryTCUBZvm6iLm9TaiMVMAPnZ2K2Y26iuE3qP9Bne9VA,Analyst,junior,,20,5,95550.0,1
643,ServiceNow Business Analyst,120000.0,200000.0,1.0,0.0,0.0,Synovize,,29.0,9.0,"Permanent,Full-time,Contract","healthinsurance,401(k)matching,paidtimeoff,healthsavingsaccount,dentalinsurance,lifeinsurance,flexibleschedule,401(k)4%match,visioninsurance,401(k),flexiblespendingaccount","7years,business,computerscience,servicenow,noexperienceneeded,communicationskills,9years,itil,11+years,8years,5years,secretclearance,3years,analysisskills,businessrequirements,bachelor'sdegree,businessanalysis,4years,6years,contracts,under1year,1year,10years,2years",https://www.simplyhired.com/job/ohGTEBnksO6XFHHxf5lD4jcR2yGGQqKK-O8U6K-cNgoCWNMPe2heMg,Analyst,,,24,11,160000.0,3
644,Data Engineer,97800.0,124000.0,0.0,0.0,1.0,Land Intelligence Inc,,4.0,10.0,Full-time,"healthinsurance,401(k)matching,profitsharing,paidtimeoff,dentalinsurance,lifeinsurance,visioninsurance,401(k)","computerscience,rootcauseanalysis,5years,management,scripting,organizationalskills,bigdata,postgresql,cassandra,nosql,projectmanagement,python,aws,redshift,relationaldatabases,java,informationsystems,mysql,sql,datastructures,databases",https://www.simplyhired.com/job/tWhLKeNXNJuLeitO_EWFg51es7YL3QGPHGMCmibAO5k8-ciN4bYouA,Data Engineer,,,21,8,110900.0,1
645,Cyber Threat Analyst-Qradar,120000.0,200000.0,1.0,0.0,0.0,Covenant Technologies,3.0,29.0,9.0,Contract,"healthinsurance,dentalinsurance,401(k)","informationsecurity,bachelor'sdegree,siem,computerscience,5years,loganalysis,linux,cybersecurity,analysisskills,communicationskills,gcih,dataanalysisskills,cissp",https://www.simplyhired.com/job/_62e9VjHHI4CTh4JppnALGCEkcqsOXEctDXl9h8_g3vkU_bDNFlM7g,Analyst,,,13,3,160000.0,1
646,2023109 Software Engineer,101000.0,127000.0,0.0,0.0,1.0,John Deere,4.0,3.0,10.0,nan,nan,"sapbusinessobjects,computerscience,4years,sapsuccessfactors,bachelor'sdegree,abap",https://www.simplyhired.com/job/ERfIiEg5rVCZyu-VANGsfwTJSeG5FhWdc-KbdHBeX96fSsllZqLIoA,Software Engineer,,,6,0,114000.0,0
647,Technical Support Rep Tier I - Day Shift (Remote U.S.),34000.0,35000.0,1.0,0.0,0.0,Uniguest,3.2,,,Full-time,"healthinsurance,opportunitiesforadvancement,employeeassistanceprogram,401(k)matching,paidtimeoff,referralprogram,dentalinsurance,parentalleave,401(k),visioninsurance","adobeacrobat,computerskills,windows,multilingual,mcp,microsoftoffice,comptianetwork+,computerscience,associate'sdegree,highschooldiplomaorged,communicationskills,comptiaa+,salesforce,sharepoint,macos",https://www.simplyhired.com/job/2Rk8SR3irNhWPB-GI6-J9Z7SLu6d9wzZJjHezgHh15ubaExfnWWs-w,Others,,Remote,15,10,34500.0,1
648,Senior Data Engineer,125000.0,150000.0,0.0,0.0,1.0,Uncommon Goods,4.2,5.0,10.0,nan,"healthinsurance,disabilityinsurance,familyleave,401(k)matching,commuterassistance,paidtimeoff,dentalinsurance,stockoptions,visioninsurance,401(k)","datamodeling,computerscience,git,communicationskills,master'sdegree,powerbi,e-commerce,googlecloudplatform,management,s3,bachelor'sdegree,nosql,cloudarchitecture,python,tableau,aws,softwaredevelopment,redshift,under1year,docker,sql,googleanalytics,bachelorofscience,apis",https://www.simplyhired.com/job/3qgVAXnDUC7qgEs9jMdL-xvayu1ZvPakyo_T5o5Kz8CJtwlKojcFiA,Data Engineer,senior,,24,10,137500.0,0
649,"Senior Software Engineer, Payments",150000.0,165000.0,0.0,0.0,1.0,Wonderschool,3.6,26.0,9.0,nan,"healthinsurance,paidtimeoff,parentalleave","nosql,typescript,googlecloudplatform,javascript,agile,redux,computerscience,5years,cloudinfrastructure,react,analysisskills,aws,softwaredevelopment,bachelor'sdegree,communicationskills,full-stackdevelopment,mongodb,postgresql",https://www.simplyhired.com/job/isW7OpTjr0XBut3s9D51WZmblR23aSGSFWn9Uv-PQOaz9HS_OmagnQ,Software Engineer,senior,,18,3,157500.0,0
